device_id,ts,seq,boot_id,received_at,ingest_via,sig,prev_hash,rec_hash,vbat_mv,ibat_ma,bat_mw,soc_pct,vbus_mv,ibus_ma,vac2_mv,vsys_mv,vindpm_mv,vreg_mv,chg_stat,fault0,fault1,harvest_mah,solar,usb,weather_good,eco_chg,light_ch0,light_ch1,acc_x_mg,acc_y_mg,acc_z_mg,press_mbar,temp_c,extra,p_gas_hpa,dp_hpa,uss_tof_us,uss_dtof_us,uss_vol_ml,uss_snr_db,uss_seq,uss_code,uss_recov,sensor_ok
4,2026-09-21 08:18:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:23:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:28:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:33:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:38:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:43:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:48:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:53:28+00:00,,,2026-09-21 13:37:36.088080+00:00,mqtt,,,,4189,0,,98,5110,34,,,,,7,,,0,False,True,,,6,,-236,-196,-940,,24.18,,975.4,10.4,132.5561,-0.001372,307148,32.0,780,122,0,63
4,2026-09-21 08:58:29+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4179,0,,97,4,0,,,,,0,,,0,False,False,,,0,,-236,-196,-928,,23.76,,975.4,10.4,132.5634,0.001461,300813,33.0,1080,122,0,63
4,2026-09-21 09:03:30+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4178,0,,97,1,0,,,,,0,,,0,False,False,,,0,,-228,-204,-956,,23.42,,975.5,10.5,132.5583,-0.004127,295038,33.5,1381,122,0,63
4,2026-09-21 09:08:31+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4178,-1,,97,0,0,,,,,0,,,0,False,False,,,0,,-244,-208,-936,,23.18,,975.5,10.5,132.6332,-9.7e-05,285503,33.0,1682,122,0,63
4,2026-09-21 09:13:32+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4177,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-228,-184,-964,,23.07,,975.5,10.5,132.6806,-0.001441,275988,33.5,1982,122,0,63
4,2026-09-21 09:18:33+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4177,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-240,-208,-944,,22.99,,975.5,10.5,132.6592,-0.000801,272008,36.0,2282,122,0,63
4,2026-09-21 09:23:34+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4177,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-236,-192,-932,,22.93,,975.4,10.4,132.7927,0.003234,266203,33.5,2583,122,0,63
4,2026-09-21 09:28:35+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4177,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-212,-212,-952,,22.88,,975.4,10.4,132.7,0.000209,263164,33.5,2883,122,0,63
4,2026-09-21 09:33:36+00:00,,,2026-09-21 13:37:49.375540+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-232,-192,-932,,22.81,,975.3,10.3,132.714,0.001922,254789,35.0,3184,122,0,63
4,2026-09-21 09:38:37+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-224,-188,-940,,22.76,,975.3,10.3,132.7172,-0.000356,245294,35.0,3485,122,0,63
4,2026-09-21 09:43:38+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-220,-208,-944,,22.73,,975.3,10.3,132.7409,7.8e-05,238498,33.0,3785,122,0,63
4,2026-09-21 09:48:39+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,-1,,97,0,0,,,,,0,,,0,False,False,,,0,,-240,-200,-944,,22.71,,975.3,10.3,132.7866,-0.003689,231857,32.5,4086,122,0,63
4,2026-09-21 09:53:40+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-228,-200,-932,,22.66,,975.2,10.2,132.8061,-0.000654,213619,34.5,4386,122,0,63
4,2026-09-21 09:58:41+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-232,-192,-944,,22.64,,975.2,10.2,132.7955,0.000736,197152,35.0,4687,122,0,63
4,2026-09-21 10:03:42+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-256,-188,-948,,22.64,,975.1,10.1,132.7688,0.000842,188636,35.0,4988,122,0,63
4,2026-09-21 10:08:42+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-236,-196,-948,,22.61,,975.1,10.1,132.794,-0.000771,174563,35.0,5289,122,0,63
4,2026-09-21 10:13:43+00:00,,,2026-09-21 13:37:50.247211+00:00,mqtt,,,,4176,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-216,-200,-956,,22.59,,975.1,10.1,132.7661,0.001998,160360,34.5,5589,122,0,63
4,2026-09-21 10:18:44+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-220,-192,-948,,22.57,,975.0,10.0,132.8872,0.003662,150170,24.0,5890,122,0,63
4,2026-09-21 10:23:45+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-252,-180,-940,,22.56,,975.0,10.0,132.7924,-0.004398,133142,33.5,6191,122,0,63
4,2026-09-21 10:28:46+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-248,-184,-952,,22.56,,974.9,9.9,132.8256,-0.001063,125219,32.5,6491,122,0,63
4,2026-09-21 10:33:47+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-252,-208,-940,,22.54,,974.9,9.9,132.8212,0.001395,109548,33.0,6792,122,0,63
4,2026-09-21 10:38:48+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-224,-200,-952,,22.52,,974.9,9.9,132.8732,0.000942,86300,34.5,7092,122,0,63
4,2026-09-21 10:43:49+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-240,-204,-952,,22.49,,974.8,9.8,132.84,-0.000448,64121,33.0,7393,122,0,63
4,2026-09-21 10:48:50+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-248,-188,-956,,22.48,,974.8,9.8,132.8177,-0.001552,46755,33.0,7693,122,0,63
4,2026-09-21 10:53:51+00:00,,,2026-09-21 13:37:51.135286+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-244,-200,-944,,22.47,,974.8,9.8,132.8373,-0.001162,22571,33.0,7993,122,0,63
4,2026-09-21 10:58:52+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-224,-196,-956,,22.46,,974.8,9.8,132.8567,-0.001743,0,33.0,8294,122,0,63
4,2026-09-21 11:03:53+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-236,-188,-936,,22.44,,974.9,9.9,132.7639,-0.00364,0,33.0,8595,122,0,63
4,2026-09-21 11:08:54+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-236,-196,-924,,22.51,,974.8,9.8,132.8379,0.000188,574,33.5,8895,122,0,63
4,2026-09-21 11:13:55+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-228,-192,-952,,22.63,,974.8,9.8,132.8101,0.001267,6142,34.0,9196,122,0,63
4,2026-09-21 11:18:56+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-240,-192,-948,,22.7,,974.8,9.8,132.8182,0.002225,4187,34.0,9496,122,0,63
4,2026-09-21 11:23:57+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-244,-208,-928,,22.74,,974.8,9.8,132.8375,-0.002053,0,34.0,9797,122,0,63
4,2026-09-21 11:28:58+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-228,-192,-936,,22.78,,974.8,9.8,132.8697,-0.000459,177,33.5,10098,122,0,63
4,2026-09-21 11:33:59+00:00,,,2026-09-21 13:37:52.009417+00:00,mqtt,,,,4175,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-240,-184,-928,,22.81,,974.6,9.6,132.8429,0.001361,1507,34.5,10399,122,0,63
4,2026-09-21 11:39:00+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,-1,,97,0,0,,,,,0,,,0,False,False,,,6,,-240,-200,-948,,22.86,,974.7,9.7,132.7708,-2.6e-05,187,34.0,10699,122,0,63
4,2026-09-21 11:44:01+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-224,-196,-940,,22.84,,974.6,9.6,132.8257,-0.002375,0,32.5,11000,122,0,63
4,2026-09-21 11:49:02+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-240,-204,-948,,22.82,,974.6,9.6,132.7475,0.001852,106,33.5,11300,122,0,63
4,2026-09-21 11:54:03+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-240,-192,-940,,22.79,,974.6,9.6,132.7775,-0.002365,0,33.0,11601,122,0,63
4,2026-09-21 11:59:04+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-232,-224,-936,,22.8,,974.6,9.6,132.7946,-0.001735,0,33.0,11901,122,0,63
4,2026-09-21 12:04:05+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-228,-188,-940,,22.8,,974.5,9.5,132.7653,0.000181,19,33.0,12202,122,0,63
4,2026-09-21 12:09:06+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-252,-192,-944,,22.8,,974.4,9.4,132.7323,0.000937,56,33.0,12502,122,0,63
4,2026-09-21 12:14:07+00:00,,,2026-09-21 13:37:52.887111+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-260,-192,-940,,22.79,,974.4,9.4,132.7767,0.000296,17,32.0,12803,122,0,63
4,2026-09-21 12:19:08+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-224,-196,-964,,22.8,,974.3,9.3,132.8267,-0.002865,0,35.0,13103,122,0,63
4,2026-09-21 12:24:09+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-232,-204,-936,,22.83,,974.2,9.2,132.827,-0.001822,0,33.5,13404,122,0,63
4,2026-09-21 12:29:10+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-228,-184,-952,,22.87,,974.2,9.2,132.7468,0.000853,1798,34.0,13704,122,0,63
4,2026-09-21 12:34:11+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-228,-200,-948,,22.94,,974.3,9.3,132.8039,2.9e-05,80,34.0,14005,122,0,63
4,2026-09-21 12:39:12+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,6,,-236,-204,-952,,22.99,,974.2,9.2,132.8261,0.00121,69,35.0,14305,122,0,63
4,2026-09-21 12:42:15+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4174,0,,97,399,0,,,,,0,,,0,False,False,,,2,,-256,-196,-964,,23.02,,974.2,9.2,132.7339,-0.010562,359,33.0,14489,122,0,63
4,2026-09-21 12:42:25+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4219,46,,100,5082,135,,,,,4,,,0,False,True,,,2,,-220,-196,-944,,23.04,,974.2,9.2,132.49,-0.006384,8912,33.5,22,122,0,63
4,2026-09-21 12:42:26+00:00,,,2026-09-21 13:37:53.767641+00:00,mqtt,,,,4221,276,,100,5040,284,,,,,4,,,0,False,True,,,6,,-240,-224,-928,,23.02,,974.2,9.2,132.7398,0.00131,186,27.0,1,122,0,63
4,2026-09-21 12:43:15+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4185,0,,98,5115,35,,,,,7,,,0,False,True,,,1,,-88,-220,-984,,23.1,,974.2,9.2,132.6436,-0.003209,4093,24.0,73,122,0,63
4,2026-09-21 12:48:29+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4185,0,,98,5114,33,,,,,7,,,0,False,True,,,7,,-136,-248,-960,,23.34,,974.2,9.2,132.7268,0.003261,2832,32.5,384,122,0,63
4,2026-09-21 12:48:38+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4184,0,,98,5114,31,,,,,7,,,0,False,True,,,7,,-140,-228,-964,,23.34,,974.1,9.1,132.6929,0.000748,2876,26.0,1,122,0,63
4,2026-09-21 12:54:12+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4188,0,,98,5114,33,,,,,7,,,0,False,True,,,7,,-128,-240,-960,,23.49,,974.1,9.1,132.7416,0.003596,3586,32.0,331,122,0,63
4,2026-09-21 12:59:13+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4188,0,,98,5116,34,,,,,7,,,0,False,True,,,7,,-136,-228,-940,,23.5,,974.1,9.1,132.6845,0.000748,9585,33.5,631,122,0,63
4,2026-09-21 13:04:14+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4188,0,,98,5113,34,,,,,7,,,0,False,True,,,7,,-152,-240,-960,,23.45,,974.1,9.1,132.7007,-0.000362,21126,33.5,931,122,0,63
4,2026-09-21 13:09:15+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4188,0,,98,5114,38,,,,,7,,,0,False,True,,,7,,-136,-228,-952,,23.44,,974.0,9.0,132.6992,0.000554,21390,32.5,1232,122,0,63
4,2026-09-21 13:14:16+00:00,,,2026-09-21 13:37:54.655690+00:00,mqtt,,,,4187,0,,98,5114,32,,,,,7,,,0,False,True,,,7,,-140,-252,-956,,23.43,,974.0,9.0,132.6981,-0.001565,20257,32.5,1533,122,0,63
4,2026-09-21 13:19:17+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4188,0,,98,5113,38,,,,,7,,,0,False,True,,,7,,-144,-236,-952,,23.45,,973.9,8.9,132.6745,-0.000701,13818,32.5,1833,122,0,63
4,2026-09-21 13:22:50+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4188,0,,98,5115,32,,,,,7,,,0,False,True,,,2,,-348,-332,-1052,,23.57,,973.9,8.9,132.6836,-0.002517,10912,34.0,2044,122,0,63
4,2026-09-21 13:22:59+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4221,190,,100,5057,217,,,,,4,,,0,False,True,,,7,,-160,-244,-944,,23.57,,973.9,8.9,132.5999,0.000698,10825,26.5,1,122,0,63
4,2026-09-21 13:26:44+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4188,0,,98,5116,34,,,,,7,,,0,False,True,,,1,,-260,-204,-916,,23.76,,973.8,8.8,132.6783,0.000585,7508,32.0,227,122,0,63
4,2026-09-21 13:31:29+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4188,0,,98,5117,33,,,,,7,,,0,False,True,,,2,,-216,-212,-940,,23.85,,973.8,8.8,132.622,-0.002283,0,32.0,510,122,0,63
4,2026-09-21 13:37:10+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4188,0,,98,5118,33,,,,,7,,,0,False,True,,,7,,-220,-228,-936,,23.83,,973.7,8.7,132.6366,-0.00495,345,35.5,850,122,0,63
4,2026-09-21 13:37:20+00:00,,,2026-09-21 13:37:55.439426+00:00,mqtt,,,,4188,0,,98,5117,34,,,,,7,,,0,False,True,,,7,,-232,-224,-956,,23.82,,973.7,8.7,132.5673,0.004422,601,25.5,1,122,0,63
4,2026-09-21 13:42:56+00:00,,,2026-09-21 13:48:44.148492+00:00,mqtt,,,,4188,0,,98,5116,33,,,,,7,,,0,False,True,,,7,,-224,-232,-948,,23.83,,973.7,8.7,132.6011,-0.001453,698,32.5,338,122,0,63
4,2026-09-21 13:48:44+00:00,,,2026-09-21 13:48:44.148492+00:00,mqtt,,,,4165,0,,96,369,0,,,,,0,,,0,False,False,,,1,,-108,-332,-928,,23.8,,973.8,8.8,132.5512,-0.000709,329,26.0,1,122,0,63
4,2026-09-21 13:53:44+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4173,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-176,-248,-944,,24.07,,973.7,8.7,132.5925,3e-06,0,33.5,352,122,0,63
4,2026-09-21 13:58:45+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4172,0,,96,0,0,,,,,0,,,0,False,False,,,0,,-172,-256,-940,,24.03,,973.7,8.7,132.5905,0.004288,247,24.5,653,122,0,63
4,2026-09-21 14:03:46+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4173,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-172,-276,-940,,23.91,,973.8,8.8,132.5966,-0.001509,0,33.0,953,122,0,63
4,2026-09-21 14:08:47+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4173,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-168,-264,-932,,23.79,,973.6,8.6,132.5978,-0.001975,0,36.0,1254,122,0,63
4,2026-09-21 14:13:48+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4173,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-168,-252,-940,,23.71,,973.6,8.6,132.6332,-0.000201,0,35.0,1554,122,0,63
4,2026-09-21 14:18:49+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4173,0,,97,0,0,,,,,0,,,0,False,False,,,0,,-164,-268,-940,,23.64,,973.6,8.6,132.704,-0.000639,0,34.0,1856,122,0,63
4,2026-09-21 14:23:50+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4169,0,,96,0,0,,,,,0,,,0,False,False,,,0,,-200,636,-392,,23.58,,976.7,11.7,132.6294,0.002147,382,36.5,2156,122,0,63
4,2026-09-21 14:24:20+00:00,,,2026-09-21 14:24:20.678267+00:00,mqtt,,,,4158,0,,95,138,0,,,,,0,,,0,False,False,,,0,,480,844,24,,23.58,,976.6,11.6,132.5705,-0.003918,0,26.0,1,122,0,63
4,2026-09-21 14:29:21+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,0,,396,1484,-300,,23.66,,980.7,15.7,132.627,-0.001994,31,33.5,319,122,0,63
4,2026-09-21 14:34:22+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,0,,268,828,-180,,23.74,,981.9,16.9,132.6147,0.001065,61,33.5,619,122,0,63
4,2026-09-21 14:39:23+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4174,0,,97,0,0,,,,,0,,,0,False,False,,,0,,532,916,-64,,23.84,,981.9,16.9,132.5108,-0.001286,0,35.0,920,122,0,63
4,2026-09-21 14:44:24+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4166,0,,96,0,0,,,,,0,,,0,False,False,,,0,,-328,-224,-908,,23.99,,982.1,17.1,132.6223,-0.000755,0,32.5,1220,122,0,63
4,2026-09-21 14:49:25+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4167,-1,,96,0,0,,,,,0,,,0,False,False,,,0,,260,1000,-288,,24.18,,981.2,16.2,132.4675,-0.000344,69,33.5,1521,122,2,63
4,2026-09-21 14:54:26+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4164,0,,96,0,0,,,,,0,,,0,False,False,,,0,,364,992,-48,,24.37,,980.9,15.9,132.4678,-0.000152,63,32.0,1822,122,2,63
4,2026-09-21 14:59:27+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4140,0,,93,0,0,,,,,0,,,0,False,False,,,0,,264,948,416,,24.53,,980.1,15.1,132.4443,-0.000181,0,33.5,2122,122,2,63
4,2026-09-21 15:04:28+00:00,,,2026-09-22 02:25:53.814632+00:00,mqtt,,,,4130,0,,92,0,0,,,,,0,,,0,False,False,,,0,,248,924,424,,24.67,,980.1,15.1,132.4412,-0.001114,0,33.5,2422,122,2,63
